0.0,15459.8396,4518.6625
1.0,15152.6256,5112.9942
2.0,15915.2470,5103.4917
3.0,15565.8099,4660.3463
4.0,15752.1367,4813.0562
5.0,16004.6706,5206.0484
6.0,15065.4834,4877.6460
7.0,15630.1629,4933.6960
8.0,15620.7794,4553.6851
9.0,15142.6070,4770.5784
10.0,15950.2995,4537.3238
11.0,15870.8574,4723.1233
12.0,15863.9301,5003.5838
13.0,15524.3497,4988.0119
14.0,15151.7489,4893.2806
15.0,15616.7207,4751.9157
16.0,15734.1387,4918.5686
17.0,16109.2353,4804.0142
18.0,15493.1187,4640.1531
19.0,15318.0612,5178.5927
20.0,15894.8483,4748.5435
21.0,15621.2615,4929.6109
22.0,16021.8246,4554.3879
23.0,15106.7350,4753.7055
24.0,15242.7255,4646.4274
25.0,16121.0551,4722.2143
26.0,15908.1186,4591.6547
27.0,15473.7828,4561.6785
28.0,15772.5992,4813.5089
29.0,15857.7142,4827.8585
30.0,15081.1301,5195.0124
31.0,15878.0561,4710.8168
32.0,15968.1364,4945.3501
33.0,15893.7551,4636.0282
34.0,15970.9172,4915.6740
35.0,16005.6296,4566.1765
36.0,15987.2540,5009.6081
37.0,15723.2525,4532.8884
38.0,15263.8716,5005.9591
39.0,15429.2070,4967.2058
40.0,15353.9255,5010.7048
41.0,15424.1139,4742.3258
42.0,15323.6459,5085.6415
43.0,15939.6340,4633.1911
44.0,15368.8359,4975.2532
45.0,15734.3368,5119.1323
46.0,15474.4044,5178.6116
47.0,15395.0977,4929.7725
48.0,15391.1249,4937.4166
49.0,15967.0635,4974.3051
50.0,15693.8932,4553.1067
51.0,15245.5028,4581.6059
52.0,15646.9524,5201.3903
53.0,16068.8170,4949.3432
54.0,15779.1989,4603.3914
55.0,15570.0064,4636.3063
56.0,16113.2053,5076.6590
57.0,15548.5844,4519.1491
58.0,15706.5386,4801.7186
59.0,15869.7260,5066.9259
60.0,16028.2611,4906.3488
61.0,15832.0612,4936.5514
62.0,15382.8481,5006.9183
63.0,15969.1093,4799.9480
64.0,15776.8085,4769.2343
65.0,15188.4495,4739.3687
66.0,15515.5734,4916.0767
67.0,15937.5408,4796.8674
68.0,16027.3326,5216.9978
69.0,16017.0020,4532.8765
70.0,15179.8906,5127.4561
71.0,15717.1207,5207.3500
72.0,15584.8337,5134.2462
73.0,15612.8999,5015.5434
74.0,15280.9917,5020.0785
75.0,15361.8132,5134.5957
76.0,15411.1100,4754.3774
77.0,15716.7116,4929.3587
78.0,15631.5904,4790.0923
79.0,15789.4214,4750.9428
80.0,15888.8204,5069.2085
81.0,15295.6274,5103.9937
82.0,15732.3720,5062.3350
83.0,15657.0700,5176.7903
84.0,15173.4801,4787.8700
85.0,16025.6396,4714.1389
86.0,15560.9005,5048.0103
87.0,15731.5443,4803.6409
88.0,15290.6212,4891.2101
89.0,15065.3002,5018.6540
90.0,15493.8720,5108.7916
91.0,15245.5705,5162.8641
92.0,15219.2413,4525.5092
93.0,15547.9580,4854.7553
94.0,15066.2013,4640.8420
95.0,15267.7107,4994.8919
96.0,15067.2368,5154.8569
97.0,15530.1075,4584.9264
98.0,15563.2725,5082.7347
99.0,15282.8934,4775.5383
100.0,15435.5319,4630.8072
101.0,16008.3035,5124.1587
102.0,15419.2618,4979.0556
103.0,15052.8362,4564.1923
104.0,15547.8215,4599.6052
105.0,15161.2828,4901.4898
106.0,15937.7979,4842.1763
107.0,15308.4562,4575.4814
108.0,15291.9807,5206.1492
109.0,15808.2142,4941.5517
110.0,16017.7979,4753.7674
111.0,15550.3695,4569.8444
112.0,15579.8669,5028.3286
113.0,15580.6249,4699.4570
114.0,15160.2680,4873.1031
115.0,15492.4617,5060.3933
116.0,15964.6739,4786.7865
117.0,15388.4746,4809.5883
118.0,15191.7508,4550.8498
119.0,15129.5467,4611.0047
120.0,15067.4848,4699.7454
121.0,15892.2973,4658.2360
122.0,15985.7701,5031.5046
123.0,16072.3717,4904.9620
124.0,16118.8803,4564.4508
125.0,15252.3376,4916.8214
126.0,15565.8858,4649.3081
127.0,15381.9891,4720.5452
128.0,15796.7002,4692.5261
129.0,15260.7781,4627.4433
130.0,15197.7837,5031.0654
131.0,15418.9586,5018.3168
132.0,15375.8617,4765.5490
133.0,15136.2842,4716.6301
134.0,15976.6484,4700.7969
135.0,15570.2730,4767.5362
136.0,15696.5801,5148.0527
137.0,15461.5949,4623.9104
138.0,15956.1803,4825.5214
139.0,15260.8563,4601.2240
140.0,15332.4238,5085.5109
141.0,15528.4824,4581.4664
