40.642937,22.948180
40.642765,22.947358
40.642108,22.946988
40.642777,22.946877
40.642022,22.947079
40.642334,22.947894
40.642179,22.946952
40.642659,22.947992
40.642990,22.947273
40.642831,22.947888
40.642058,22.947074
40.642650,22.946910
40.642146,22.948358
40.642403,22.946864
40.642377,22.948186
40.642743,22.947057
40.642743,22.946941
40.642127,22.947991
40.642845,22.946868
40.642485,22.948398
40.642588,22.948368
40.642172,22.948038
40.642540,22.947196
40.642607,22.947021
40.642747,22.948165
40.642870,22.947465
40.642798,22.947799
40.642150,22.947456
40.642692,22.947117
40.642081,22.948140
40.642710,22.948271
40.642929,22.948276
40.642618,22.947070
40.642527,22.947552
40.642809,22.947573
40.642086,22.947980
40.642568,22.948158
40.642272,22.946880
40.642393,22.946959
40.642902,22.948414
40.642178,22.948252
40.642835,22.946720
40.642275,22.947235
40.642108,22.947044
40.642215,22.947199
40.642109,22.947808
40.642982,22.946804
40.642224,22.947084
40.642232,22.946891
40.642415,22.948391
40.642006,22.948435
40.642661,22.948425
40.642705,22.948296
40.642245,22.948130
40.642616,22.946734
40.642416,22.947749
40.642759,22.947807
40.642255,22.948261
40.642573,22.948367
40.642441,22.948195
40.642286,22.947571
40.642259,22.947512
40.642079,22.947463
40.642190,22.948086
40.642760,22.948104
40.642473,22.947925
40.642108,22.947486
40.642529,22.947109
40.642882,22.946798
40.642616,22.946723
40.642369,22.947177
40.642109,22.947957
40.642509,22.948291
40.642800,22.947163
40.642041,22.947725
40.642162,22.948126
40.642139,22.947636
40.642187,22.948446
40.642697,22.946825
40.642965,22.947177
40.642934,22.947588
40.642978,22.947975
40.642471,22.946719
40.642493,22.946817
40.642922,22.947368
40.642498,22.946959
40.642802,22.948448
40.642879,22.947358
40.642971,22.946872
40.642131,22.947108
40.642405,22.947770
40.642711,22.947722
40.642143,22.947958
40.642427,22.948063
40.642680,22.946996
40.642656,22.948446
40.642646,22.947782
40.642992,22.947827
40.642999,22.946705
40.642638,22.948305
40.642169,22.947740
40.642667,22.948186
40.642617,22.947736
40.642389,22.947203
40.642870,22.947412
40.642749,22.947972
40.642025,22.947274
40.642339,22.947707
40.642759,22.947475
40.642996,22.947687
40.642029,22.946730
40.642030,22.947001
40.642897,22.947366
40.642316,22.947661
40.642289,22.948142
40.642883,22.948331
40.642295,22.946941
40.642557,22.947873
40.642917,22.948444
40.642783,22.947492
40.642853,22.947832
40.642648,22.946826
40.642902,22.948201
40.642127,22.947279
40.642804,22.947997
40.642867,22.948499
40.642631,22.947653
40.642569,22.947619
40.642504,22.947792
40.642386,22.947581
40.642112,22.946961
40.642387,22.947546
40.642767,22.947008
40.642761,22.947722
40.642852,22.947662
40.642097,22.947637
40.642604,22.948028
40.642881,22.947320
40.642902,22.947921
40.642592,22.947296
40.642394,22.947564
40.642108,22.947813
40.642559,22.947150
40.642415,22.946878
40.642652,22.946869
40.642901,22.947626
40.642080,22.948079
40.642849,22.947038
40.642559,22.947411
40.642067,22.947227
40.642016,22.947095
40.642228,22.948431
40.642091,22.948210
40.642773,22.947431
40.642197,22.946962
40.642300,22.947659
40.642760,22.947556
40.642089,22.948287
40.642216,22.947127
40.642652,22.947608
40.642427,22.946739
40.642975,22.946887
40.642210,22.948256
40.642874,22.948227
40.642487,22.947365
40.642138,22.946974
40.642394,22.948054
40.642490,22.948255
40.642404,22.946775
40.642726,22.947356
40.642016,22.947684
40.642776,22.947045
40.642608,22.948349
40.642486,22.947110
40.642350,22.948323
40.642723,22.948306
40.642406,22.947692
40.642696,22.947797
40.642061,22.947529
40.642164,22.947552
40.642568,22.947843
40.642904,22.946861
40.642349,22.947877
40.642455,22.947522
40.642663,22.947810
40.642751,22.948440
40.642430,22.947541
40.642419,22.947462
40.642132,22.946900
40.642909,22.947466
40.642530,22.948244
40.642667,22.947647
40.642567,22.947811
40.642814,22.947153
40.642474,22.947939
40.642263,22.947360
40.642779,22.946859
40.642797,22.946885
40.642320,22.947889
40.642007,22.946886
