0.0,40.641303,22.945509
1.0,40.641084,22.945364
2.0,40.641986,22.945496
3.0,40.641156,22.945525
4.0,40.641199,22.945087
5.0,40.641407,22.945711
6.0,40.641119,22.945491
7.0,40.641582,22.945575
8.0,40.641746,22.945958
9.0,40.641076,22.945462
10.0,40.641385,22.945077
11.0,40.641879,22.945672
12.0,40.641443,22.945531
13.0,40.641096,22.945415
14.0,40.641400,22.945165
15.0,40.641990,22.945222
16.0,40.641643,22.945064
17.0,40.641944,22.945464
18.0,40.641168,22.945253
19.0,40.641597,22.945073
20.0,40.641823,22.945552
21.0,40.641759,22.945325
22.0,40.641830,22.945936
23.0,40.641578,22.945984
24.0,40.641669,22.945924
25.0,40.641039,22.945793
26.0,40.641966,22.945429
27.0,40.641528,22.945457
28.0,40.641197,22.945192
29.0,40.641432,22.945661
30.0,40.641471,22.945198
31.0,40.641541,22.945803
32.0,40.641666,22.945583
33.0,40.641282,22.945427
34.0,40.641496,22.945115
35.0,40.641491,22.945991
36.0,40.641411,22.945944
37.0,40.641851,22.945650
38.0,40.641807,22.945011
39.0,40.641139,22.945501
40.0,40.641824,22.945481
41.0,40.641561,22.945218
42.0,40.641267,22.945736
43.0,40.641422,22.945818
44.0,40.641693,22.945551
45.0,40.641240,22.945762
46.0,40.641566,22.945826
47.0,40.641601,22.945240
48.0,40.641676,22.945840
49.0,40.641108,22.945421
50.0,40.641905,22.945734
51.0,40.641302,22.945040
52.0,40.641717,22.945901
53.0,40.641694,22.945634
54.0,40.641392,22.945104
55.0,40.641542,22.945815
56.0,40.641115,22.945947
57.0,40.641849,22.945264
58.0,40.641854,22.945350
59.0,40.641010,22.945387
60.0,40.641661,22.945077
61.0,40.641873,22.945584
62.0,40.641390,22.945100
63.0,40.641301,22.945281
64.0,40.641854,22.945756
65.0,40.641222,22.945883
66.0,40.641560,22.945716
67.0,40.641068,22.945844
68.0,40.641230,22.945927
69.0,40.641137,22.945687
70.0,40.641835,22.945316
71.0,40.641795,22.945968
72.0,40.641294,22.945471
73.0,40.641118,22.945730
74.0,40.641410,22.945892
75.0,40.641850,22.945322
76.0,40.641509,22.945453
77.0,40.641351,22.945268
78.0,40.641252,22.945331
79.0,40.641730,22.945852
80.0,40.641684,22.945508
81.0,40.641520,22.945127
82.0,40.641463,22.945362
83.0,40.641137,22.945760
84.0,40.641319,22.945436
85.0,40.641768,22.945678
86.0,40.641294,22.945502
87.0,40.641993,22.945370
88.0,40.641883,22.945844
89.0,40.641415,22.945608
90.0,40.641083,22.945678
91.0,40.641687,22.945522
92.0,40.641402,22.945204
93.0,40.641373,22.945954
94.0,40.641773,22.945138
95.0,40.641139,22.945815
96.0,40.641664,22.945887
97.0,40.641764,22.945180
98.0,40.641650,22.945422
99.0,40.641547,22.945020
100.0,40.641781,22.945603
101.0,40.641598,22.945483
102.0,40.641019,22.945980
103.0,40.641655,22.945938
104.0,40.641800,22.945953
105.0,40.641764,22.945796
106.0,40.641829,22.945030
107.0,40.641071,22.945153
108.0,40.641772,22.945080
109.0,40.641290,22.945385
110.0,40.641441,22.945367
111.0,40.641883,22.945108
112.0,40.641169,22.945537
113.0,40.641904,22.945528
114.0,40.641112,22.945276
115.0,40.641814,22.945146
116.0,40.641026,22.945159
117.0,40.641473,22.945762
118.0,40.641362,22.945758
119.0,40.641273,22.945350
120.0,40.641149,22.945018
121.0,40.641630,22.945733
122.0,40.641885,22.945309
123.0,40.641059,22.945378
124.0,40.641187,22.945531
125.0,40.641332,22.945770
126.0,40.641167,22.945254
127.0,40.641477,22.945163
128.0,40.641711,22.945376
129.0,40.641754,22.945274
130.0,40.641536,22.945445
131.0,40.641430,22.945959
132.0,40.641032,22.945156
133.0,40.641102,22.945018
134.0,40.641077,22.945286
135.0,40.641427,22.945007
136.0,40.641953,22.945251
137.0,40.641393,22.945567
138.0,40.641501,22.945907
139.0,40.641063,22.945393
140.0,40.641734,22.945856
141.0,40.641019,22.945807
142.0,40.641368,22.945600
143.0,40.641332,22.945833
144.0,40.641320,22.945626
145.0,40.641151,22.945233
146.0,40.641430,22.945364
147.0,40.641621,22.945814
148.0,40.641304,22.945185
149.0,40.641106,22.945559
150.0,40.641620,22.945705
151.0,40.641847,22.945545
152.0,40.641865,22.945794
153.0,40.641583,22.945537
154.0,40.641602,22.945011
155.0,40.641104,22.945520
156.0,40.641994,22.945967
157.0,40.641525,22.945681
158.0,40.641348,22.945532
159.0,40.641979,22.945578
160.0,40.641846,22.945019
161.0,40.641663,22.945541
162.0,40.641085,22.945902
163.0,40.641606,22.945810
164.0,40.641667,22.945306
165.0,40.641264,22.945227
166.0,40.641700,22.945447
167.0,40.641969,22.945619
168.0,40.641177,22.945785
169.0,40.641257,22.945827
170.0,40.641783,22.945961
171.0,40.641378,22.945756
172.0,40.641256,22.945434
173.0,40.641188,22.945062
174.0,40.641671,22.945517
175.0,40.641403,22.945553
176.0,40.641042,22.945318
177.0,40.641855,22.945488
178.0,40.641951,22.945450
179.0,40.641883,22.945214
180.0,40.641206,22.945528
181.0,40.641784,22.945450
182.0,40.641221,22.945980
183.0,40.641922,22.945823
184.0,40.641316,22.945738
185.0,40.641977,22.945900
186.0,40.641775,22.945685
187.0,40.641933,22.945555
188.0,40.641558,22.945188
189.0,40.641659,22.945174
190.0,40.641890,22.945591
191.0,40.641818,22.945674
192.0,40.641134,22.945426
193.0,40.641085,22.945918
194.0,40.641246,22.945190
195.0,40.641883,22.945054
196.0,40.641285,22.945289
197.0,40.641307,22.945744
198.0,40.641494,22.945177
199.0,40.641404,22.945388
